"gameid","period","possessionnumber","eventnum","x","y","value","playerid","made","time","margin","shotquality","blocked","blockplayerid","assisted","assistplayerid","putback","shottype","oreboundedshoteventnum","oreboundedrebeventnum","lineupid","opplineupid","and1","wide_open","pass_from_x","pass_from_y","pass_from_player_id","catch_and_shoot","seconds_remaining_on_shot_clock"
"0021900220",3,4,362,-195,162,3,201980,True,646,0,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","101108-1628390-1628983-201568-203500",False,"false","-3","420","2544","true","20"
"0021900220",3,6,365,-14,266,3,203076,True,625,3,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","101108-1628390-1628983-201568-203500",True,"false","-92","160","2544","true","13"
"0021900220",3,10,379,7,258,3,203484,True,571,6,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","101108-1628390-1628983-201568-203500",False,"true","-70","240","2544","true","19"
"0021900220",3,28,446,-198,174,3,203076,True,324,10,NULL,NULL,0,True,2544,False,"Arc3",443,444,"201580-201980-203076-203484-2544","101108-1628390-201568-203471-203488",False,"false","0","50","2544","true","4"
"0021900220",4,3,541,-214,125,3,1627936,False,654,6,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-1628398-200765-2544-2730","1628977-1628983-1629647-203471-203488",False,"false","86","60","2544","true","7"
"0021900220",4,11,578,-234,0,3,1627936,False,549,3,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1626188-1627936-1628398-2544-2730","1628390-1628983-1629647-203471-203488",False,"true","-75","150","2544","true","16"
"0021900220",4,33,657,-234,0,3,203076,True,156,1,NULL,NULL,0,True,2544,False,"Corner3",655,656,"1628398-201980-203076-203484-2544","101108-1628390-1628983-201568-203500",True,"false","0","-10","2544","true","13"
"0021900287",1,17,55,148,210,3,201980,False,454,8,NULL,False,0,NULL,0,False,"Arc3",52,53,"201580-201980-203076-203484-2544","1627827-1629029-203501-203939-204001",False,"false","-248","250","2544","true","13"
"0021900287",1,35,104,164,196,3,201980,True,235,4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-1628398-201980-203076-2544","1626153-1629029-203501-203939-204001",False,"false","-77","130","2544","true","15"
"0021900287",2,42,314,226,79,3,201980,False,55,3,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"200765-201980-203076-203484-2544","1626153-1628467-1629029-203501-203939",False,"false","-123","230","2544","true","11"
"0021900287",3,2,339,184,184,3,203076,False,692,3,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1627827-1629029-203501-203939-204001",False,"false","-15","160","2544","true","12"
"0021900287",4,17,549,-245,68,3,201980,False,462,-18,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-201980-203076-203584-2544","1626153-1628382-1628467-203552-203939",False,"false","0","140","2544","true","16"
"0021900287",4,21,565,-77,246,3,201980,False,421,-19,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-201980-203076-203584-2544","1626153-1628382-1628467-1629029-204001",False,"false","47","250","2544","true","15"
"0021900232",3,31,449,231,-2,3,201980,False,266,-3,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-200765-201980-203076-2544","1626145-1628991-1629634-203109-203937",False,"false","65","240","2544","true","12"
"0021900232",4,22,586,12,257,3,203584,False,377,-4,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-203484-203584-2544-2730","1628991-1629630-203109-203524-203937",False,"false","-172","220","2544","true","12"
"0021900279",1,30,72,-146,190,3,203484,False,326,-6,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1628418-1628972-1629060-202738-203078",False,"false","0","370","2544","true","20"
"0021900279",1,30,75,-124,231,3,203076,True,317,-6,NULL,NULL,0,True,2544,False,"Arc3",72,73,"201580-201980-203076-203484-2544","1628418-1628972-1629060-202738-203078",False,"false","85","150","2544","true","9"
"0021900279",2,45,301,-228,-13,3,201980,True,91,17,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201980-203076-203484-2544-2730","1628418-1628972-1629060-202738-203078",False,"false","-79","100","2544","true","19"
"0021900279",3,5,342,96,252,3,203076,False,651,23,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1628418-1628972-1629060-202738-203078",False,"false","-135","220","2544","true","19"
"0021900279",3,11,357,141,212,3,201980,True,592,24,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1628418-1628972-1629060-202738-203078",False,"false","-29","410","2544","true","20"
"0021900264",2,42,304,157,200,3,201980,False,41,-10,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201980-203076-203484-2544","1627742-1629026-1629637-200755-201950",False,"false","9","90","2544","true","16"
"0021900264",1,37,102,230,38,3,203484,False,276,-7,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-200765-203076-203484-2544","1626143-1627742-1629026-200755-201950",False,"true","64","130","2544","true","19"
"0021900264",2,30,270,-226,41,3,203076,False,197,-4,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"200765-201980-203076-2544-2730","1627742-1629026-1629637-200755-201950",False,"false","-64","220","2544","true","18"
"0021900264",3,10,359,-202,154,3,203484,False,599,-12,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1627742-1629026-1629637-200755-201950",False,"false","2","170","2544","true","19"
"0021900264",4,9,550,95,252,3,1628398,True,548,-4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-1628398-203584-2544-2730","1627742-1628404-1629740-200755-201950",False,"false","0","110","2544","true","9"
"0021900264",4,13,563,117,233,3,1628398,True,500,-3,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-1628398-203584-2544-2730","1627742-1628404-1629637-200755-201950",False,"false","-94","280","2544","true","17"
"0021900264",4,41,649,113,238,3,203484,False,110,-1,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-1628398-203076-203484-2544","1627742-1628404-1629026-200755-201950",False,"false","-55","180","2544","true","8"
"0021900264",4,45,665,-232,1,3,1628398,True,67,-1,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-1628398-203076-203484-2544","1627742-1628404-1629026-200755-201950",False,"true","-24","0","2544","true","10"
"0021900249",2,16,218,-55,246,3,1628398,False,456,4,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-1628398-203484-2544-2730","1626168-1627751-1627854-1628401-201942",False,"false","173","280","2544","true","15"
"0021900249",2,42,298,-232,29,3,203484,False,53,-3,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201980-203076-203484-2544-2730","1626168-1627749-1627854-200746-201942",False,"false","-50","420","2544","true","19"
"0021900249",3,4,329,111,231,3,201980,False,662,-2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1627751-1627854-1628401-200746-201942",False,"false","-88","340","2544","true","19"
"0021900249",3,12,343,-234,31,3,203484,True,534,-5,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-203076-203484-2544","1627751-1627854-1628401-200746-201942",False,"false","6","240","2544","true","19"
"0021900249",3,24,370,-203,158,3,203076,False,382,1,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1627751-1627854-1628401-200746-201942",False,"false","0","180","2544","true","12"
"0021900249",3,28,385,-223,125,3,203484,False,320,1,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1627749-200746-200752-201942-201988",False,"false","36","380","2544","true","19"
"0021900249",4,21,548,2,253,3,1627936,False,365,11,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-1628398-201580-203584-2544","1626168-1627854-1628401-200746-201942",False,"true","10","50","2544","true","11"
"0021900249",4,31,587,-236,50,3,203076,True,225,9,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"200765-201980-203076-203484-2544","1626168-1627854-200746-201942-201988",False,"false","-134","200","2544","true","11"
"0021900249",2,46,310,157,195,3,203484,True,0,-5,NULL,NULL,0,True,2544,False,"Arc3",308,309,"201980-203076-203484-2544-2730","1626168-1627749-1627854-200746-201942",False,"true","-85","250","2544","true","1"
"0021900249",3,10,339,146,212,3,203076,False,551,-5,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1627751-1627854-1628401-200746-201942",False,"false","-104","350","2544","true","15"
"0021900249",3,20,361,227,110,3,203484,True,450,-4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1627751-1627854-1628401-200746-201942",False,"false","-80","400","2544","true","20"
"0021900342",3,8,368,-85,251,3,203076,False,602,8,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1626157-1629006-1629633-203496-203952",False,"false","142","70","2544","true","14"
"0021900342",4,33,622,-24,291,3,201980,False,241,15,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201980-203076-2544-2730","1626157-1628395-201952-203496-203952",False,"true","237","280","2544","true","7"
"0021900342",3,32,442,221,29,3,1627936,True,254,16,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-201580-203076-203484-2544","1626157-1628395-1628966-201952-203894",False,"true","-73","50","2544","true","7"
"0021900342",1,15,40,-238,14,3,203484,False,532,2,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-203076-203484-2544","1626157-1629006-1629633-203496-203952",False,"false","-145","230","2544","true","20"
"0021900342",3,24,414,-213,128,3,203484,True,382,9,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1626157-1628395-1629633-201952-203496",False,"false","-20","270","2544","true","20"
"0021900484",1,21,62,-223,35,3,201980,False,440,-1,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","202355-203081-203145-203468-2546",False,"true","-59","250","2544","true","10"
"0021900484",3,4,354,225,38,3,201980,True,660,2,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","202355-203081-203145-203468-2546",False,"false","-2","240","2544","true","20"
"0021900484",3,16,379,-171,189,3,203076,False,514,11,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","202355-203081-203145-203468-2546",False,"true","-62","200","2544","true","21"
"0021900358",1,17,55,6,264,3,203076,False,510,2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1628371-201571-203095-203920-203932",False,"false","-17","40","2544","true","13"
"0021900358",2,4,204,11,267,3,201162,True,646,15,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-201162-202340-2544-2730","1628964-203082-203095-203487-203932",False,"true","65","40","2544","true","3"
"0021900358",3,30,445,77,251,3,203076,True,281,4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-201162-203076-203484-2544","1628371-1628411-201571-203082-203920",False,"false","-245","220","2544","true","17"
"0021900358",4,7,532,-144,210,3,1627936,True,605,2,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-201162-202340-2544-2730","1628964-203082-203095-203487-203932",False,"false","137","270","2544","true","19"
"0021900358",4,19,585,-228,4,3,203484,True,396,5,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201980-203076-203484-2544-2730","1628371-1628964-203082-203095-203487",False,"false","-12","320","2544","true","12"
"0021900484",1,3,12,155,210,3,201980,False,671,2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627746-202355-203081-203468-2546",False,"false","-110","220","2544","true","19"
"0021900484",1,9,34,-195,156,3,202340,False,587,5,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627746-202355-203081-203468-2546",False,"false","-16","250","2544","true","18"
"0021900484",2,12,195,229,-5,3,1628398,True,533,3,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-200765-203484-2544-2730","1629014-1629018-1629642-201229-203468",False,"false","-158","20","2544","true","12"
"0021900358",4,39,645,232,80,3,201980,False,42,7,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-201980-203076-203484-2544","1628371-201571-203082-203095-203932",False,"false","-20","50","2544","true","16"
"0021900374",3,19,379,-220,58,3,203076,True,466,0,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-203076-203484-2544","1628389-1629130-1629134-202710-203086",False,"false","98","200","2544","true","9"
"0021900374",3,23,390,-226,77,3,203076,True,410,4,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-203076-203484-2544","1628389-1629130-1629134-202710-203086",False,"false","140","300","2544","true","14"
"0021900374",3,31,420,14,263,3,201980,False,312,11,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1627884-1628389-1629130-1629134-202710",False,"false","170","250","2544","true","18"
"0021900374",4,8,514,-236,24,3,201162,True,605,2,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"200765-201162-202340-2544-2730","1627884-1628389-1629134-1629639-203482",False,"false","142","110","2544","true","7"
"0021900374",4,26,563,166,204,3,203076,False,359,5,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"200765-202340-203076-2544-2730","1628389-1629130-1629134-202710-203482",False,"false","65","150","2544","true","13"
"0021900374",4,30,588,-227,17,3,203484,True,286,3,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201980-203076-203484-2544-2730","1627884-1628389-1629130-1629134-202710",False,"false","4","80","2544","true","4"
"0021900374",4,32,594,-230,64,3,203076,False,244,4,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201980-203076-203484-2544-2730","1627884-1628389-1629130-1629134-202710",False,"false","-84","140","2544","true","4"
"0021900374",4,40,622,-221,46,3,203076,True,98,2,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"200765-201980-203076-203484-2544","1627884-1628389-1629130-1629134-202710",False,"false","-85","240","2544","true","9"
"0021900484",3,14,374,225,36,3,202340,False,530,11,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","202355-203081-203145-203468-2546",False,"false","-95","30","2544","true","16"
"0021900358",2,38,314,-241,32,3,201980,False,144,14,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-201980-203076-203484-2544","1628371-1628964-201571-203095-203932",False,"false","-22","90","2544","true","11"
"0021900484",2,46,334,101,245,3,1628398,True,44,6,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-201980-202340-203076-2544","1629014-202355-203081-203468-2546",False,"false","-173","180","2544","true","12"
"0021900484",3,20,395,-38,251,3,203076,True,465,7,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","202355-203081-203145-203468-2546",False,"false","217","140","2544","true","18"
"0021900484",3,34,452,-236,28,3,1628398,False,261,1,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201980-203076-203484-2544","202355-203081-203145-203468-2546",False,"false","-7","40","2544","true","19"
"0021900484",3,22,399,-229,46,3,203076,False,440,10,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","202355-203081-203145-203468-2546",False,"false","190","70","2544","true","13"
"0021900484",4,37,679,187,167,3,1628398,False,68,9,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-1628398-203076-203484-2544","202355-203081-203145-203468-2546",False,"false","-123","40","2544","true","2"
"0021900484",4,31,652,-228,13,3,203484,True,174,8,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-203076-203484-2544-2730","202355-203081-203145-203468-2546",False,"false","40","-20","2544","true","5"
"0021900374",2,19,215,-237,53,3,203484,False,430,-9,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201980-203076-203484-2544-2730","1627884-1628389-1629134-1629639-203482",False,"false","-74","130","2544","true","10"
"0021900374",2,35,266,-25,254,3,1627936,False,179,-10,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-200765-203076-203484-2544","1629130-1629639-1629735-202710-203482",False,"false","-192","160","2544","true","9"
"0021900374",2,47,302,145,202,3,200765,False,47,-10,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-200765-203076-203484-2544","1627884-1628389-1629130-1629134-202710",False,"true","79","30","2544","true","14"
"0021900390",3,26,479,140,214,3,1627936,False,381,10,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-201580-203076-203484-2544","1629027-1629629-1629631-1713-203458",False,"false","2","250","2544","true","18"
"0021900390",4,17,632,-143,232,3,201980,False,425,7,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201162-201980-202340-2544-2730","1627745-1629027-1629631-203459-203953",False,"true","5","290","2544","true","11"
"0021900390",1,37,111,195,162,3,203076,False,236,3,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-202340-203076-203484-2544","1629027-1629629-1629631-1713-203458",False,"false","100","250","2544","true","14"
"0021900390",2,50,371,234,45,3,201980,False,49,7,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-201980-203484-2544-2730","1629027-1629631-1713-203458-203459",False,"true","85","200","2544","true","18"
"0021900402",2,40,313,174,203,3,202340,True,44,2,NULL,NULL,0,True,2544,False,"Arc3",311,312,"201580-201980-202340-203484-2544","1626167-1627763-1628988-203200-203933",False,"true","55","60","2544","true","4"
"0021900402",3,14,365,-40,264,3,201162,True,521,-4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201162-201580-201980-203484-2544","1626167-1627734-1627763-203087-203933",False,"false","145","240","2544","true","16"
"0021900402",3,20,382,183,209,3,201162,False,410,-5,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201162-201580-201980-203484-2544","1626167-1627734-1627763-203087-203933",False,"false","13","250","2544","true","19"
"0021900402",3,22,394,187,197,3,203484,False,367,-7,NULL,True,203933,NULL,0,False,"Arc3",NULL,NULL,"201162-201580-201980-203484-2544","1626167-1627734-1627763-203087-203933",False,"false","-67","260","2544","true","10"
"0021900390",4,9,604,-183,176,3,200765,True,560,4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"200765-201162-202340-2544-2730","1628989-1629629-1629631-203458-203953",False,"false","49","140","2544","true","19"
"0021900402",2,2,174,231,40,3,1627936,False,670,4,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-200765-202340-2544-2730","1627734-1628988-203200-203926-204456",False,"false","-39","40","2544","true","7"
"0021900402",4,3,488,-236,32,3,200765,False,665,-5,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"200765-202340-203584-2544-2730","1627734-1628988-203200-203926-204456",False,"true","-10","200","2544","true","9"
"0021900402",4,7,510,244,36,3,200765,False,581,-6,NULL,False,0,NULL,0,False,"Corner3",508,509,"1627936-200765-202340-2544-2730","1627734-1628988-203200-203926-204456",False,"false","53","90","2544","true","5"
"0021900402",4,29,597,-236,15,3,201980,True,240,0,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-200765-201580-201980-2544","1626167-1627763-1628988-203200-203933",False,"false","-32","60","2544","true","13"
"0021900402",4,41,640,-237,-10,3,1627936,False,59,0,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-200765-203484-2544-2730","1626167-1627734-1627763-203200-203933",False,"true","-1","60","2544","true","1"
"0021900417",1,1,7,241,2,3,201980,True,703,0,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-203076-203484-2544","1628978-201572-202083-203114-203507",False,"false","-132","-10","2544","true","12"
"0021900417",1,3,11,-236,5,3,203484,False,680,3,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-203076-203484-2544","1628978-201572-202083-203114-203507",False,"false","-49","410","2544","true","19"
"0021900417",1,9,42,-231,0,3,201980,False,569,2,NULL,False,0,NULL,0,False,"Corner3",38,40,"201580-201980-203076-203484-2544","1628978-201572-202083-203114-203507",False,"false","-127","-50","2544","true","4"
"0021900417",3,8,416,234,89,3,203076,False,597,-14,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1628978-201572-201588-202083-203507",False,"false","87","40","2544","true","7"
"0021900417",2,18,243,-107,256,3,1627936,False,434,-16,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-201980-203484-2544-2730","1628978-201572-202083-203114-2594",False,"true","110","290","2544","true","7"
"0021900417",2,50,353,239,83,3,201980,False,52,-20,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"200765-201980-203076-203484-2544","1626192-1628425-201588-202083-203507",False,"false","-105","50","2544","true","6"
"0021900417",3,20,454,-238,45,3,201980,True,432,-18,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-203076-203484-2544","101141-1628978-201572-201588-202083",False,"false","52","30","2544","true","10"
"0021900417",3,32,494,-236,26,3,203484,True,266,-16,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-203076-203484-2544","101141-1626192-1628425-201572-201588",False,"true","-198","160","2544","true","8"
"0021900417",3,36,522,195,172,3,202340,False,216,-11,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201980-202340-203076-203484-2544","101141-1628425-201572-201588-2594",False,"false","17","270","2544","true","18"
"0021900417",4,37,709,155,252,3,203076,False,160,-9,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-201980-203076-203484-2544","201572-201588-202083-203114-203507",False,"false","-97","260","2544","true","3"
"0021900417",3,18,443,-3,262,3,201980,False,464,-16,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","101141-1628978-201572-201588-202083",False,"false","-239","250","2544","true","15"
"0021900402",1,23,79,-41,258,3,201162,False,344,7,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201162-201580-202340-203484-2544","1626167-1627734-1627763-1628988-203933",False,"false","-142","180","2544","true","1"
"0021900402",1,19,59,-179,190,3,201980,False,390,7,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201162-201580-201980-203484-2544","1626167-1627734-1627763-203087-203933",False,"false","87","80","2544","true","8"
"0021900458",3,33,484,234,15,3,201980,False,220,6,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201980-203076-203484-2544","101150-1626149-202331-202695-203090",False,"false","83","130","2544","true","18"
"0021900458",1,28,89,139,222,3,1628398,False,259,-1,NULL,False,0,NULL,0,False,"Arc3",87,88,"1628398-201980-203076-203484-2544","1626149-201976-202331-202695-203090",False,"false","-37","160","2544","true","6"
"0021900458",3,15,427,198,167,3,203076,True,504,9,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627826-201976-202331-202695-203090",False,"false","-72","230","2544","true","6"
"0021900458",3,21,445,201,144,3,203076,False,384,2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627826-201976-202331-202695-203090",False,"false","17","210","2544","true","10"
"0021900458",4,34,662,-232,31,3,1628398,False,171,-2,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-200765-201980-203076-2544","101150-1626149-201976-202331-202695",False,"false","52","110","2544","true","18"
"0021900490",2,43,333,175,222,3,1628398,False,99,10,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-202340-203076-2544-2730","1627827-1628973-1629151-203552-203939",False,"false","17","160","2544","true","16"
"0021900490",1,18,64,187,178,3,201980,False,429,6,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627827-1629029-203501-203939-204001",False,"false","20","260","2544","true","20"
"0021900490",4,16,570,-226,29,3,203484,True,465,13,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-200765-203484-2544-2730","1626153-1628382-1628467-1629151-203552",False,"false","57","150","2544","true","14"
"0021900490",1,24,82,-225,105,3,202340,False,333,2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627827-1629029-203501-203939-204001",False,"true","135","170","2544","true","12"
"0021900490",3,23,425,151,228,3,203076,False,405,14,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627827-1629029-200826-203939-204001",False,"false","0","80","2544","true","9"
"0021900891",1,22,57,167,183,3,1627936,False,355,-1,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-201580-202340-203076-2544","1628415-1629001-1629630-202685-203937",False,"false","-80","30","2544","true","14"
"0021900891",1,48,147,223,52,3,203484,False,0,-4,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-200765-202693-203484-2544","1626145-1628367-1629139-1629630-203476",False,"true","-16","60","2544","true","1"
"0021900891",3,21,380,228,25,3,203484,False,402,-16,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"200765-201580-203076-203484-2544","1628415-1629001-1629630-202685-203937",False,"false","-84","140","2544","true","17"
"0021900891",4,22,538,213,119,3,203484,True,416,-12,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-200765-203484-2544-2730","1628367-1628415-1629630-202685-203937",False,"false","-56","120","2544","true","15"
"0021900891",4,34,579,174,192,3,1628398,False,205,-16,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-200765-203076-203484-2544","1628415-1629001-1629630-202685-203937",False,"false","-129","210","2544","true","10"
"0021900458",1,6,19,-227,56,3,201980,True,623,-1,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1627826-201976-202331-202335-202695",False,"false","35","30","2544","true","15"
"0021900458",1,16,46,218,132,3,201980,True,472,-3,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627826-201976-202331-202335-202695",False,"false","127","260","2544","true","19"
"0021900458",2,37,290,230,15,3,201980,False,223,-1,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201980-203076-203484-2544","1627826-201976-202331-202335-202695",False,"false","203","150","2544","true","7"
"0021900458",2,47,323,-231,77,3,203484,True,75,3,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201980-203076-203484-2544","1627826-201976-202331-202335-202695",False,"false","5","80","2544","true","13"
"0021900458",2,51,342,-230,24,3,1628398,True,23,6,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201980-203076-203484-2544","101150-1626149-1629013-202331-202695",False,"false","-62","110","2544","true","19"
"0021900458",3,7,401,184,178,3,203076,False,582,13,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627826-201976-202331-202335-202695",False,"false","5","300","2544","true","16"
"0021900458",4,40,681,-191,181,3,203484,False,74,-4,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-200765-203076-203484-2544","101150-1626149-201976-202331-202695",False,"false","42","40","2544","true","14"
"0021900458",1,24,65,231,16,3,202340,False,344,0,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1627826-201976-202331-202335-202695",False,"true","-5","90","2544","true","15"
"0021900417",4,9,605,9,263,3,203076,False,556,-11,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"200765-202340-203076-2544-2730","1628978-201577-202083-203114-203507",False,"false","150","150","2544","true","6"
