"gameid","period","possessionnumber","eventnum","x","y","value","playerid","made","time","margin","shotquality","blocked","blockplayerid","assisted","assistplayerid","putback","shottype","oreboundedshoteventnum","oreboundedrebeventnum","lineupid","opplineupid","and1","wide_open","pass_from_x","pass_from_y","pass_from_player_id","catch_and_shoot","seconds_remaining_on_shot_clock"
"0021900374",2,1,162,230,74,3,200765,False,678,1,NULL,False,0,NULL,0,False,"Corner3",160,161,"200765-201162-202340-2544-2730","1627884-1628389-1629134-1629639-203482",False,"false","-140","220","2544","true","5"
"0021900374",4,42,627,-232,5,3,201980,False,61,3,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"200765-201980-203076-203484-2544","1627884-1628389-1629130-1629134-202710",False,"false","-85","240","2544","true","4"
"0021900358",1,3,10,25,263,3,203484,False,681,0,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1628371-201571-203095-203920-203932",False,"false","90","160","2544","true","19"
"0021900342",2,38,291,190,188,3,201980,True,225,-3,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-201980-203076-203484-2544","1626157-1628395-1629006-201952-203952",False,"false","-43","120","2544","true","15"
"0021900329",1,6,19,110,230,3,201980,False,619,1,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","202355-203081-203468-203918-2546",False,"false","-248","230","2544","true","13"
"0021900358",4,9,538,32,251,3,201162,True,558,5,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-201162-202340-2544-2730","1628964-203082-203095-203487-203932",False,"false","-125","140","2544","true","5"
"0021900264",1,27,72,-227,20,3,201980,False,403,-2,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-203076-203484-2544","1626143-1627742-1629026-200755-201950",False,"false","-133","270","2544","true","18"
"0021900329",2,21,232,234,8,3,1628398,True,434,16,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-1628398-200765-2544-2730","202355-203081-203145-203468-2546",False,"false","-15","150","2544","true","11"
"0021900314",1,15,52,-165,204,3,201980,True,467,-4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1628378-201145-202711-203497-204060",False,"true","20","390","2544","true","18"
"0021900304",2,41,303,-55,252,3,200765,True,81,8,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"200765-203076-203484-203584-2544","1627750-200794-203115-203914-203999",False,"false","87","110","2544","true","12"
"0021900891",1,18,48,222,74,3,203076,True,416,-7,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-201580-202340-203076-2544","1628415-1629001-1629630-202685-203937",False,"false","-142","210","2544","true","14"
"0021900891",1,26,67,226,4,3,203076,False,303,-1,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-201580-202340-203076-2544","1628415-1629001-1629630-202685-203937",False,"true","0","50","2544","true","8"
"0021900507",2,1,206,228,15,3,1628398,True,698,26,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-200765-203484-2544-2730","1626162-1628969-1629661-201937-203382",False,"true","-56","120","2544","true","4"
"0021900201",2,37,316,-58,261,3,203076,True,132,5,NULL,NULL,0,True,2544,False,"Arc3",314,315,"200765-203076-203484-2544-2730","1628390-1628983-201568-203471-203500",False,"true","-84","140","2544","true","10"
"0021900891",2,39,308,-201,152,3,202340,False,109,-12,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-1628398-202340-203076-2544","1628415-1629001-1629630-203476-203937",False,"true","-7","270","2544","true","21"
"0021900232",2,19,232,225,-22,3,200765,False,455,-14,NULL,False,0,NULL,0,False,"Corner3",228,229,"1628398-200765-203484-2544-2730","1628415-1628991-1629630-203109-203524",False,"false","67","230","2544","true","9"
"0021900507",1,26,88,118,226,3,201980,False,378,13,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1626162-1626164-1628975-1629028-203382",False,"false","173","90","2544","true","8"
"0021900507",2,21,262,223,16,3,203484,False,410,27,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-200765-203484-2544-2730","1626162-1626164-1628969-201937-203382",False,"false","22","330","2544","true","5"
"0021900507",2,45,353,230,8,3,1628398,True,39,30,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-202340-203076-2544-2730","1626162-1626164-1629028-201937-203967",False,"false","-74","130","2544","true","5"
"0021900220",4,1,537,-236,0,3,1627936,True,699,3,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-1628398-200765-2544-2730","1628977-1628983-1629647-203471-203488",False,"false","35","40","2544","true","4"
"0021900174",1,4,20,112,240,3,201980,False,632,-3,NULL,False,0,NULL,0,False,"Arc3",18,19,"201580-201980-203076-203484-2544","1626158-1627741-202357-202709-203084",False,"false","-60","130","2544","true","12"
"0021900074",1,21,64,-222,-4,3,201980,False,439,-9,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1627827-1629029-203552-203939-204001",False,"false","-87","400","2544","true","21"
"0021900074",3,32,455,-228,2,3,201980,False,224,-1,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201980-202340-203076-2544","1626153-1627827-1628467-1629029-204001",False,"false","35","100","2544","true","2"
"0021900002",1,9,24,-234,12,3,201980,False,592,5,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1627826-1629013-201976-202335-202695",False,"false","-4","40","2544","true","18"
"0021900002",3,8,383,241,34,3,201980,True,581,-14,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1627826-1629013-201976-202335-202695",False,"false","0","60","2544","true","11"
"0021900074",4,27,602,188,163,3,201980,True,308,-3,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201980-202340-203076-2544-2730","1627827-1628467-1629029-203552-204001",False,"false","10","280","2544","true","19"
"0021900054",1,10,32,155,212,3,203076,False,585,-7,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1628415-1628991-1629630-202685-203109",False,"false","-100","270","2544","true","14"
"0021900040",4,17,603,127,214,3,1626188,False,469,19,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1626188-202340-203484-2544-2730","1626179-1628970-1628984-1629023-203469",False,"false","-80","130","2544","true","15"
"0021900188",3,20,414,138,239,3,201980,False,405,19,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-203076-203484-2544","1627745-1629027-1629629-1629631-203953",False,"false","-68","270","2544","true","11"
"0021900174",3,21,393,-240,88,3,1627936,True,400,4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-1628398-201980-203076-2544","1626158-1627741-202709-203084-203992",False,"true","160","70","2544","true","9"
"0021900151",2,5,175,-6,258,3,200765,True,660,-4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-1628398-200765-2544-2730","1628969-1629661-201937-203382-204020",False,"true","-128","130","2544","true","16"
"0021900151",4,30,581,43,257,3,201980,False,325,1,NULL,False,0,NULL,0,False,"Arc3",577,578,"201980-202340-203076-2544-2730","1626164-1629661-201937-203382-203967",False,"false","220","180","2544","true","13"
"0021900126",1,6,18,-223,71,3,202340,False,628,2,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1628389-1629130-1629134-202710-203086",False,"false","82","150","2544","true","19"
"0021900100",3,24,397,-222,0,3,201980,False,376,-15,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-203076-203484-2544","1628374-1628976-203107-203490-203897",False,"false","0","-10","2544","true","17"
"0021900088",1,12,36,232,31,3,201980,True,550,-5,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1626168-1627749-1627854-200746-201942",False,"false","0","180","2544","true","16"
"0021900074",4,47,675,227,60,3,201980,True,0,-3,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201980-202340-203076-2544-2730","1626153-1627827-1628467-203552-203939",False,"false","-12","20","2544","true","1"
"0021900054",2,5,197,155,204,3,1626188,False,651,-3,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1626188-203484-203584-2544-2730","1626145-1629741-202685-203524-203937",False,"false","-34","240","2544","true","18"
"0021900522",4,5,513,-188,195,3,203484,False,643,18,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-200765-203484-2544-2730","1628404-1629026-201950-202324-202734",False,"false","77","160","2544","true","11"
"0021900522",4,15,545,234,69,3,203484,False,506,13,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-202340-203484-2544-2730","1628404-1629026-201950-202324-202734",False,"false","-41","140","2544","true","11"
"0021900522",1,15,50,-233,8,3,201980,True,522,1,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1627742-1628366-200755-201950-202324",False,"false","-14","20","2544","true","9"
"0021900522",1,37,130,-238,41,3,1628398,True,228,11,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201980-203076-203484-2544","1627742-1629637-200755-201950-202734",False,"false","-6","280","2544","true","20"
"0021900522",1,41,139,-220,11,3,201980,True,180,15,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201980-203076-203484-2544","1627742-1629637-200755-201950-202734",False,"true","-6","160","2544","true","17"
"0021900522",3,8,357,188,178,3,202340,True,590,9,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627742-1628366-200755-201950-202324",False,"false","52","290","2544","true","19"
"0021900522",3,16,381,-163,211,3,203076,True,474,14,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627742-1628366-200755-201950-202324",False,"false","185","130","2544","true","18"
"0021900522",3,22,403,-52,257,3,203076,True,366,12,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627742-1628366-200755-201950-202324",False,"false","97","170","2544","true","10"
"0021900522",4,1,505,26,264,3,203484,False,708,22,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-200765-203484-2544-2730","1628404-1629026-201950-202324-202734",False,"false","-230","230","2544","true","14"
"0021900538",1,14,45,221,73,3,202340,False,480,10,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1626174-1629635-203083-203503-204025",False,"false","-35","40","2544","true","19"
"0021900900",1,7,23,-160,205,3,1628398,False,621,-3,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","1627742-1628366-1629627-201950-202324",False,"false","15","330","2544","true","15"
"0021900900",1,25,74,-241,-22,3,201980,False,369,0,NULL,False,0,NULL,0,False,"Corner3",72,73,"1628398-201580-201980-202340-2544","1627742-1628366-1629627-201950-202324",False,"false","-31","240","2544","true","12"
"0021900900",2,10,197,230,52,3,203484,True,564,-4,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-200765-203484-2544-2730","1628366-1628404-1629627-1629740-202734",False,"true","-88","30","2544","true","2"
"0021900900",2,50,322,224,95,3,201980,False,70,0,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","1627742-1628402-1629627-201950-202324",False,"false","20","160","2544","true","20"
"0021900900",3,2,356,-239,-13,3,201980,True,690,2,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201580-201980-202340-2544","1627742-1628366-1629627-201950-202324",False,"false","-25","250","2544","true","19"
"0021900900",3,18,402,-230,1,3,202340,True,497,6,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201580-201980-202340-2544","1627742-1628366-1629627-201950-202324",False,"true","32","310","2544","true","20"
"0021900900",4,9,552,114,235,3,1628398,True,568,-4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-200765-203484-2544-2730","1628404-1629627-1629740-201950-202734",False,"false","102","90","2544","true","8"
"0021900538",1,2,11,-234,10,3,202340,True,699,0,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1626174-1629635-203083-203503-204025",False,"false","95","200","2544","true","19"
"0021900538",2,9,196,-233,-5,3,203484,True,590,4,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-200765-203484-2544-2730","1627748-1629004-201565-203503-204038",False,"false","17","50","2544","true","6"
"0021900900",1,25,72,-239,21,3,202340,False,374,0,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201580-201980-202340-2544","1627742-1628366-1629627-201950-202324",False,"true","70","210","2544","true","19"
"0021900900",2,16,218,-8,248,3,203484,False,491,-2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1626188-1628398-203484-2544-2730","1628366-1628404-1629627-1629740-202734",False,"true","-138","60","2544","true","13"
"0021900538",2,39,303,237,83,3,202340,False,135,6,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1626174-1628971-1629004-1629635-203083",False,"false","7","100","2544","true","18"
"0021900538",4,48,682,-230,32,3,203076,True,88,1,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-203076-203484-2544-2730","1626174-1628971-1629004-201565-203083",False,"false","-9","250","2544","true","2"
"0021900553",1,25,74,-237,22,3,202340,True,377,1,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","201959-201961-203493-203901-203944",False,"true","208","320","2544","true","18"
"0021900553",1,27,78,18,282,3,201580,False,344,2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","201959-201961-203493-203901-203944",False,"false","90","40","2544","true","11"
"0021900553",2,48,333,236,56,3,201980,False,45,17,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201980-202340-203076-2544","1628422-201959-203493-203901-203944",False,"false","20","30","2544","true","17"
"0021900553",3,30,433,135,267,3,1628398,True,278,18,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-201980-202340-203076-2544","1629011-1629628-201961-203901-203944",False,"false","-51","310","2544","true","7"
"0021900900",2,20,223,-194,150,3,1626188,True,451,-2,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1626188-1628398-203484-2544-2730","1628366-1628404-1629627-1629740-202734",False,"false","130","130","2544","true","13"
"0021900900",3,28,429,-165,210,3,202340,True,352,0,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","1627742-1628366-1629627-201950-202324",False,"false","52","320","2544","true","19"
"0021900900",4,15,578,-224,-3,3,203484,False,455,3,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1626188-1628398-203484-2544-2730","1627742-1628366-1629627-1629740-201950",False,"false","115","30","2544","true","10"
"0021900900",4,33,642,225,-1,3,201980,False,159,2,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201580-201980-203484-2544","1627742-1628366-1629627-201950-202324",False,"false","118","300","2544","true","20"
"0021900553",2,52,343,172,204,3,1628398,False,1,17,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201980-202340-203076-2544","1628422-201959-203493-203901-203944",False,"false","15","420","2544","true","3"
"0021900900",3,4,363,-17,260,3,1628398,False,667,2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","1627742-1628366-1629627-201950-202324",False,"true","-85","110","2544","true","13"
"0021900900",3,36,459,228,131,3,202693,True,255,0,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"202340-202693-203484-2544-2730","1627742-1628366-1628404-202324-202734",False,"false","-75","260","2544","true","10"
"0021900900",4,19,586,-176,259,3,1628398,False,409,5,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1626188-1628398-203484-2544-2730","1627742-1628366-1629627-1629740-201950",False,"false","132","310","2544","true","10"
"0021900900",4,41,678,233,28,3,203484,False,28,8,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201580-202340-203484-2544","1627742-1628366-1629627-201950-202324",False,"true","-16","190","2544","true","19"
"0021900553",3,22,405,-228,2,3,201980,False,418,16,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1629628-201959-203493-203901-203944",False,"true","-30","120","2544","true","9"
"0021900900",4,29,632,230,10,3,1628398,True,220,1,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201580-201980-203484-2544","1627742-1628366-1628404-201950-202324",False,"false","-89","80","2544","true","2"
"0021900572",1,9,22,-228,1,3,202340,True,620,0,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201580-201980-202340-2544","1626153-1627827-1629029-203501-203939",False,"false","-1","120","2544","true","20"
"0021900572",1,11,25,-189,163,3,1628398,True,579,3,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","1626153-1627827-1629029-203501-203939",False,"true","65","40","2544","true","6"
"0021900572",2,14,236,229,29,3,201162,True,524,19,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"200765-201162-201580-203484-2544","1627827-1628973-1629029-203501-203939",False,"false","53","130","2544","true","9"
"0021900572",1,23,55,230,24,3,202340,True,406,7,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201580-201980-202340-2544","1626153-1627827-1629029-203501-203939",False,"false","42","160","2544","true","20"
"0021900572",2,24,271,209,145,3,203484,False,401,19,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-1628398-201580-203484-2544","1626153-1627827-203501-203552-203939",False,"false","-32","50","2544","true","18"
"0021900597",2,40,296,-231,11,3,201980,False,102,-3,NULL,False,0,NULL,0,False,"Corner3",294,295,"1628398-201580-201980-202340-2544","1626224-1629012-1629636-201567-202684",False,"false","18","120","2544","true","9"
"0021900597",3,24,394,-230,3,3,202340,False,358,5,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201580-201980-202340-2544","1626224-1629636-201567-202684-202688",False,"false","90","210","2544","true","19"
"0021900597",3,32,430,88,256,3,201162,False,260,10,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201162-201580-201980-203484-2544","1628035-1629012-201567-202684-202688",False,"false","157","200","2544","true","19"
"0021900597",1,3,11,221,110,3,1628398,False,660,-2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","1626224-1629012-1629636-201567-202684",False,"false","-125","180","2544","true","6"
"0021900597",1,23,60,-180,206,3,202340,False,363,-3,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","1626224-1629012-201567-202684-202688",False,"false","90","150","2544","true","8"
"0021900597",2,40,294,-225,22,3,202340,False,111,-3,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201580-201980-202340-2544","1626224-1629012-1629636-201567-202684",False,"true","-72","60","2544","true","18"
"0021900597",2,44,311,141,235,3,1628398,False,32,-2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-203484-2544","1626224-1629012-1629636-201567-202684",False,"false","83","200","2544","true","21"
"0021900597",3,18,373,-242,9,3,202340,True,458,-1,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201580-201980-202340-2544","1626224-1629012-1629636-201567-202684",False,"false","-27","50","2544","true","17"
"0021900597",3,4,335,250,52,3,201980,False,661,1,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201580-201980-202340-2544","1626224-1629012-1629636-201567-202684",False,"false","-31","230","2544","true","19"
"0021900597",3,36,437,-221,21,3,203484,False,196,10,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201162-201580-201980-203484-2544","1628035-1629012-201567-202684-202688",False,"false","2","60","2544","true","5"
"0021900613",3,28,436,-174,194,3,203484,True,342,-16,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1626188-203484-203584-2544-2730","1628365-1628411-202696-203920-203932",False,"true","-12","410","2544","true","20"
"0021900613",3,36,463,209,142,3,203484,True,227,-12,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1626188-203484-203584-2544-2730","1628411-1629168-202696-203082-203932",False,"false","-99","110","2544","true","8"
"0021900613",4,37,639,-230,18,3,203484,False,136,0,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1626188-201580-203484-203584-2544","1628365-1628411-202696-203082-203932",False,"false","92","-10","2544","true","11"
"0021900613",1,13,33,-167,201,3,201980,False,540,3,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","1628365-1628411-202696-203920-203932",False,"true","128","110","2544","true","18"
"0021900613",2,20,240,214,146,3,203484,True,469,-17,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201162-202340-203484-2544-2730","1628365-1628411-1628964-1629109-203082",False,"false","145","410","2544","true","18"
"0021900613",3,18,411,203,154,3,203484,False,459,-15,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-203484-203584-2544","1628365-1628411-202696-203920-203932",False,"true","150","220","2544","true","12"
"0021900613",4,41,661,232,88,3,1626188,True,68,-4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1626188-201580-203484-203584-2544","1628365-1628411-202696-203082-203932",False,"false","-95","260","2544","true","16"
"0021900613",4,49,684,-231,85,3,1626188,True,0,-4,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1626188-203484-203584-2544-2730","1628411-1629168-202696-203082-203932",False,"false","-234","260","2544","true","0"
"0021900613",1,35,96,-221,130,3,203484,False,253,-7,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-1628398-203484-2544-2730","1628411-1629168-202696-203082-203932",False,"false","97","70","2544","true","5"
"0021900613",2,18,231,-233,16,3,201162,True,497,-18,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201162-202340-203484-2544-2730","1628964-1629109-1629168-203082-203932",False,"true","23","70","2544","true","11"
"0021900613",2,42,319,-168,187,3,201980,False,130,-15,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-203584-2544","1628365-202696-203082-203920-203932",False,"false","-7","250","2544","true","18"
"0021900613",4,5,533,-234,50,3,203584,True,649,-5,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1626188-201162-203584-2544-2730","1628964-1629109-1629168-203082-203932",False,"false",NULL,NULL,"2544","true","12"
"0021900613",4,15,562,-228,33,3,1626188,True,473,1,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1626188-201162-203584-2544-2730","1628365-1629109-202696-203082-203932",False,"false","-130","230","2544","true","12"
"0021900633",1,9,38,223,140,3,201980,True,583,-6,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","200782-201566-201935-203463-203991",False,"false","85","50","2544","true","13"
"0021900633",4,5,616,-224,10,3,1628398,True,620,9,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-202340-203484-2544-2730","1627863-201566-201569-201935-203991",False,"false","0","60","2544","true","7"
"0021900633",1,3,14,145,216,3,1628398,False,671,-2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","200782-201566-201935-203463-203991",False,"false","-99","250","2544","true","7"
"0021900633",1,43,132,234,61,3,1628398,True,201,-10,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-1628398-203484-2544-2730","1627863-200782-201569-201935-2199",False,"false","-95","220","2544","true","19"
"0021900633",3,10,421,-229,-1,3,201980,True,576,-4,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201580-201980-203484-2544","200782-201566-201935-203463-203991",False,"false","-2","90","2544","true","11"
"0021900633",4,39,718,-231,8,3,201980,True,167,9,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201980-203484-203584-2544","1627863-200782-201566-201935-203463",False,"false","-140","240","2544","true","6"
"0021900633",3,30,493,-228,126,3,203484,False,324,5,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-203484-2544","200782-201566-201569-201935-203991",False,"true","37","250","2544","true","20"
"0021900633",4,33,705,236,-9,3,203584,False,254,12,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201980-203484-203584-2544","1627863-200782-201566-201935-203463",False,"false","52","40","2544","true","2"
"0021900915",1,2,9,160,215,3,201980,False,681,0,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1629003-1629680-201143-202699-203118",False,"false","-2","210","2544","true","7"
"0021900915",1,28,82,-53,260,3,203076,False,289,-4,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627788-1629003-201143-202699-203922",False,"true","165","230","2544","true","16"
"0021900915",4,18,548,-82,247,3,202340,False,421,9,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201980-202340-203076-2544-2730","1629003-202692-202699-203118-203922",False,"true","-27","190","2544","true","16"
"0021900648",3,30,463,-230,36,3,203584,True,242,-29,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-203484-203584-2544-2730","1628400-202330-202683-202689-203935",False,"false","-135","170","2544","true","5"
"0021900648",1,39,143,224,26,3,203484,True,236,-3,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-1628398-203484-2544-2730","1627759-1628400-202330-202683-203935",False,"false","-16","-20","2544","true","11"
"0021900648",3,32,468,-228,53,3,203484,False,222,-26,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-203484-203584-2544-2730","1628400-202330-202683-202689-203935",False,"false","77","40","2544","true","16"
"0021900648",4,13,582,231,4,3,201980,False,539,-31,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"200765-201980-202340-203076-2544","1627759-1628369-1628400-1628464-203935",False,"false","-87","150","2544","true","12"
"0021900648",1,3,12,-204,143,3,201980,True,693,2,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627759-1628369-1628464-202330-202689",True,"false","0","80","2544","true","18"
"0021900659",2,4,165,-226,-12,3,203484,False,627,4,NULL,False,0,NULL,0,False,"Corner3",163,164,"1628398-200765-203484-2544-2730","1626171-1628373-1628422-1628995-1629011",False,"false","20","220","2544","true","8"
"0021900659",4,29,559,231,6,3,1627936,False,259,8,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-1628398-203076-2544-2730","1626171-1628422-202694-203901-203944",False,"false","-99","200","2544","true","9"
"0021900659",3,8,313,-206,147,3,202340,False,590,0,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","201959-202694-203493-203901-203944",False,"false","37","110","2544","true","16"
"0021900659",4,19,527,-234,10,3,203484,False,450,10,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-200765-203484-2544-2730","1626171-1628422-1629011-202694-203901",False,"true","-21","90","2544","true","19"
"0021900667",1,16,47,72,239,3,201980,False,546,-2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201980-202340-203076-2544-2730","1627752-1628386-202681-203915-203925",False,"false","60","150","2544","true","17"
"0021900659",2,2,155,228,-8,3,200765,True,661,1,NULL,NULL,0,True,2544,False,"Corner3",152,153,"1628398-200765-203484-2544-2730","1626171-1628373-1628422-1628995-1629011",False,"false","-42","80","2544","true","4"
