gameid,period,possessionnumber,eventnum,x,y,value,playerid,made,time,margin,blocked,blockplayerid,assisted,assistplayerid,putback,shottype,oreboundedshoteventnum,oreboundedrebeventnum,lineupid,opplineupid,and1,offense_team_id,defense_team_id,possession_start_type,possession_start_time,closest_def_dist,shot_clock,touch_time,dribble_range,video_url,player,date,team,opponent,assist_player,block_player
0021900001,1,1,7,2.0,114.0,2,1628366,False,708.0,0,False,0,,0,False,ShortMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffDeadball,720.0,0-2 Feet - Very Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/7/c04616a9-ce51-dc22-f129-c34f854f30d8_960x540.mp4,Lonzo Ball,2019-10-22,NOP,TOR,,
0021900001,1,1,9,0.0,-6.0,2,202324,True,707.0,0,,0,False,0,True,AtRim,7,8,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffDeadball,720.0,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/9/ecfb88a0-5230-435b-86bd-3428556cb9fc_960x540.mp4,Derrick Favors,2019-10-22,NOP,TOR,,
0021900001,1,3,12,81.0,-1.0,2,201950,False,676.0,2,False,0,,0,False,ShortMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffAtRimMiss,685.0,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/12/861db854-25ee-688b-2b0a-6345b876dfd4_960x540.mp4,Jrue Holiday,2019-10-22,NOP,TOR,,
0021900001,1,5,16,18.0,119.0,2,202324,False,660.0,2,False,0,,0,False,ShortMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffArc3Miss,668.0,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/16/bf1f2372-65df-87e5-ffad-78afd9732417_960x540.mp4,Derrick Favors,2019-10-22,NOP,TOR,,
0021900001,1,7,23,126.0,100.0,2,1627742,True,637.0,1,,0,False,0,False,LongMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffFTMiss,651.0,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/23/21512cd4-251a-5e28-cfc8-01787312a8e5_960x540.mp4,Brandon Ingram,2019-10-22,NOP,TOR,,
0021900001,1,9,27,-209.0,131.0,3,1628366,True,611.0,0,,0,True,1627742,False,Arc3,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffArc3Make,617.0,4-6 Feet - Open,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/27/49ba10d4-d598-754d-fce7-0cef66a0aa2a_960x540.mp4,Lonzo Ball,2019-10-22,NOP,TOR,Brandon Ingram,
0021900001,1,11,32,5.0,258.0,3,201950,False,595.0,3,False,0,,0,False,Arc3,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffDeadball,604.0,6+ Feet - Wide Open,18-15 Early,Touch 2-6 Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/32/d8d22e45-f3d2-7f9a-408f-142e878026f0_960x540.mp4,Jrue Holiday,2019-10-22,NOP,TOR,,
0021900001,1,13,35,-223.0,-12.0,3,1627742,True,579.0,3,,0,True,201950,False,Corner3,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffDeadball,589.0,2-4 Feet - Tight,18-15 Early,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/35/8178eff8-18b2-82fd-be8a-0c44f2c92a93_960x540.mp4,Brandon Ingram,2019-10-22,NOP,TOR,Jrue Holiday,
0021900001,1,15,39,65.0,127.0,2,1627742,False,556.0,6,False,0,,0,False,LongMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffCorner3Miss,564.0,4-6 Feet - Open,18-15 Early,Touch 6+ Seconds,7+ Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/39/14400925-fac5-a761-456c-25d7f5aaca00_960x540.mp4,Brandon Ingram,2019-10-22,NOP,TOR,,
0021900001,1,17,43,226.0,122.0,3,200755,True,542.0,6,,0,True,1628366,False,Arc3,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffLiveBallTurnover,547.0,4-6 Feet - Open,22-18 Very Early,Touch 2-6 Seconds,1 Dribble,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/43/e4268c69-addd-07ac-b886-4dcc851553c9_960x540.mp4,JJ Redick,2019-10-22,NOP,TOR,Lonzo Ball,
0021900001,1,19,47,-150.0,110.0,2,200755,True,514.0,9,,0,True,201950,False,LongMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffDeadball,528.0,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,1 Dribble,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/47/10d3e5f3-1871-69e3-df10-e52631d1b6ce_960x540.mp4,JJ Redick,2019-10-22,NOP,TOR,Jrue Holiday,
0021900001,1,23,53,18.0,17.0,2,202324,True,477.0,9,,0,True,1628366,False,AtRim,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffArc3Miss,487.0,0-2 Feet - Very Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/53/89cc8696-fd6e-fe7f-4770-5cca50509f9f_960x540.mp4,Derrick Favors,2019-10-22,NOP,TOR,Lonzo Ball,
0021900001,1,25,57,122.0,221.0,3,1628366,False,437.0,8,False,0,,0,False,Arc3,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffArc3Make,452.0,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/57/0f38a86a-7b8c-ceba-5221-a0e4bbac7d92_960x540.mp4,Lonzo Ball,2019-10-22,NOP,TOR,,
0021900001,1,27,61,-214.0,125.0,3,1627742,False,405.0,5,False,0,,0,False,Arc3,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffCorner3Make,419.0,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/61/dc85a166-2339-55bb-9f03-19828bf1dea4_960x540.mp4,Brandon Ingram,2019-10-22,NOP,TOR,,
0021900001,1,29,69,23.0,21.0,2,202324,True,382.0,5,,0,True,201950,False,AtRim,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201586,False,1610612740,1610612761,OffAtRimMiss,388.0,2-4 Feet - Tight,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/69/5dfea707-6b40-7929-bf15-721391bed675_960x540.mp4,Derrick Favors,2019-10-22,NOP,TOR,Jrue Holiday,
0021900001,1,33,78,67.0,135.0,2,202324,False,333.0,3,False,0,,0,False,LongMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201586,False,1610612740,1610612761,OffAtRimMake,345.0,4-6 Feet - Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/78/0f16132d-1339-5b1d-672d-3aa14597e28b_960x540.mp4,Derrick Favors,2019-10-22,NOP,TOR,,
0021900001,1,35,87,-206.0,127.0,3,201950,False,294.0,1,False,0,,0,False,Arc3,,,1627742-1628366-200755-201950-202324,1626181-1627783-1627832-1628384-201586,False,1610612740,1610612761,OffAtRimMake,309.0,4-6 Feet - Open,18-15 Early,Touch < 2 Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/87/a7e9a6cf-7077-c6e6-0283-4fe210c1b5a9_960x540.mp4,Jrue Holiday,2019-10-22,NOP,TOR,,
0021900001,1,37,107,-81.0,242.0,3,1629638,False,250.0,-1,False,0,,0,False,Arc3,,,1626143-1628404-1629026-1629638-202734,1626181-1627783-1627832-1628384-201586,False,1610612740,1610612761,OffTimeout,273.0,4-6 Feet - Open,4-0 Very Late,Touch 2-6 Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/107/983ab1f2-f736-6a76-ec1f-b038b735aca8_960x540.mp4,Nickeil Alexander-Walker,2019-10-22,NOP,TOR,,
0021900001,1,39,112,3.0,80.0,2,1629638,False,234.0,-1,False,0,,0,False,ShortMidRange,,,1626143-1628404-1629026-1629638-202734,1626181-1627783-1627832-1628384-201586,False,1610612740,1610612761,OffDeadball,247.0,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/112/a9f02c90-b7c5-995d-4f60-9d094d49bbf8_960x540.mp4,Nickeil Alexander-Walker,2019-10-22,NOP,TOR,,
0021900001,1,39,114,89.0,236.0,3,1629026,False,229.0,-1,False,0,,0,False,Arc3,112,113,1626143-1628404-1629026-1629638-202734,1626181-1627783-1627832-1628384-201586,False,1610612740,1610612761,OffDeadball,247.0,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/114/f267c045-05f7-0715-09ef-cc47d625437e_960x540.mp4,Kenrich Williams,2019-10-22,NOP,TOR,,
0021900001,1,41,122,138.0,130.0,2,202734,False,212.0,-3,False,0,,0,False,LongMidRange,,,1626143-1628404-1629026-1629638-202734,1626181-1627783-1627832-201188-201586,False,1610612740,1610612761,OffFTMake,224.0,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/122/6e2d072a-8c9b-e15b-ade8-e2d06157ebe2_960x540.mp4,E'Twaun Moore,2019-10-22,NOP,TOR,,
0021900001,1,41,124,11.0,75.0,2,202734,False,209.0,-3,False,0,,0,False,ShortMidRange,122,123,1626143-1628404-1629026-1629638-202734,1626181-1627783-1627832-201188-201586,False,1610612740,1610612761,OffFTMake,224.0,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,1 Dribble,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/124/6a307d9d-9972-f8b1-f594-aee94485cea2_960x540.mp4,E'Twaun Moore,2019-10-22,NOP,TOR,,
0021900001,1,43,130,94.0,240.0,3,1629638,True,182.0,-6,,0,True,1628404,False,Arc3,,,1626143-1628404-1629026-1629638-202734,1626181-1627783-1627832-201188-201586,False,1610612740,1610612761,OffFTMake,202.0,4-6 Feet - Open,7-4 Late,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/130/eec9cafe-b4c0-ae9d-498c-2abdb3189661_960x540.mp4,Nickeil Alexander-Walker,2019-10-22,NOP,TOR,Josh Hart,
0021900001,1,45,140,2.0,72.0,2,202734,True,156.0,-3,,0,True,1629638,False,ShortMidRange,,,1626143-1628404-1629026-1629638-202734,1626181-1627783-200768-201188-201586,False,1610612740,1610612761,OffTimeout,164.0,4-6 Feet - Open,18-15 Early,Touch < 2 Seconds,1 Dribble,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/140/4753bb24-d36e-690d-6872-8944024ff0a7_960x540.mp4,E'Twaun Moore,2019-10-22,NOP,TOR,Nickeil Alexander-Walker,
0021900001,1,47,145,12.0,17.0,2,1626143,True,135.0,-1,,0,True,202734,False,AtRim,,,1626143-1628404-1629026-1629638-202734,1626181-1627783-200768-201188-201586,False,1610612740,1610612761,OffAtRimBlock,139.0,0-2 Feet - Very Tight,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/145/d88154f8-5f96-638c-2685-b5139a18a5fc_960x540.mp4,Jahlil Okafor,2019-10-22,NOP,TOR,E'Twaun Moore,
0021900001,1,49,149,230.0,17.0,3,1629638,False,114.0,1,False,0,,0,False,Corner3,,,1626143-1628404-1629026-1629638-202734,1626181-1627783-200768-201188-201586,False,1610612740,1610612761,OffAtRimMiss,123.0,6+ Feet - Wide Open,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/149/84398cf7-a676-2872-d995-29ca1481d331_960x540.mp4,Nickeil Alexander-Walker,2019-10-22,NOP,TOR,,
0021900001,1,49,151,225.0,121.0,3,1629638,False,109.0,1,False,0,,0,False,Arc3,149,150,1626143-1628404-1629026-1629638-202734,1626181-1627783-200768-201188-201586,False,1610612740,1610612761,OffAtRimMiss,123.0,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/151/d72d70e6-8632-28eb-2149-058b1139479e_960x540.mp4,Nickeil Alexander-Walker,2019-10-22,NOP,TOR,,
0021900001,1,49,153,13.0,22.0,2,1629026,False,105.0,1,False,0,,0,False,AtRim,151,152,1626143-1628404-1629026-1629638-202734,1626181-1627783-200768-201188-201586,False,1610612740,1610612761,OffAtRimMiss,123.0,0-2 Feet - Very Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/153/4cbd19cc-c366-8e28-2b7e-f8b204622120_960x540.mp4,Kenrich Williams,2019-10-22,NOP,TOR,,
0021900001,1,49,155,0.0,-6.0,2,1629026,False,103.0,1,False,0,,0,True,AtRim,153,154,1626143-1628404-1629026-1629638-202734,1626181-1627783-200768-201188-201586,False,1610612740,1610612761,OffAtRimMiss,123.0,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/155/f2d9e37b-36c5-09b9-a714-61b936ce1862_960x540.mp4,Kenrich Williams,2019-10-22,NOP,TOR,,
0021900001,1,51,166,-234.0,29.0,3,1629638,False,59.0,-1,False,0,,0,False,Corner3,,,1626143-1628404-1629026-1629638-202734,1626181-1628384-200768-201188-201586,False,1610612740,1610612761,OffFTMake,86.0,2-4 Feet - Tight,4-0 Very Late,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/166/78c7bf49-2f41-f229-5bb3-d9a541d87e6b_960x540.mp4,Nickeil Alexander-Walker,2019-10-22,NOP,TOR,,
0021900001,1,53,178,29.0,96.0,2,202734,False,32.0,1,False,0,,0,False,ShortMidRange,,,1626143-1628404-1629026-1629638-202734,1626181-1628384-200768-201188-201586,False,1610612740,1610612761,OffLiveBallTurnover,40.0,2-4 Feet - Tight,18-15 Early,Touch < 2 Seconds,1 Dribble,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/178/4022fc3e-7b6f-26a8-1462-1ad1e5a96612_960x540.mp4,E'Twaun Moore,2019-10-22,NOP,TOR,,
0021900001,1,55,184,8.0,26.0,2,1626143,True,2.0,1,,0,True,1629638,False,AtRim,,,1626143-1628404-1629026-1629638-202734,1626181-1628384-200768-201188-201586,False,1610612740,1610612761,OffArc3Miss,17.0,0-2 Feet - Very Tight,4-0 Very Late,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/184/49427e6c-e8fe-14af-79b4-e7124a568167_960x540.mp4,Jahlil Okafor,2019-10-22,NOP,TOR,Nickeil Alexander-Walker,
0021900001,2,2,194,-149.0,201.0,3,1629638,False,683.0,3,False,0,,0,False,Arc3,,,1626143-1628404-1629026-1629638-202734,1626181-1628384-200768-201188-201586,False,1610612740,1610612761,OffArc3Miss,689.0,4-6 Feet - Open,18-15 Early,Touch 2-6 Seconds,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/194/6bf77a82-0f1f-c603-d34d-d347e7f1f56b_960x540.mp4,Nickeil Alexander-Walker,2019-10-22,NOP,TOR,,
0021900001,2,4,196,30.0,26.0,2,1629638,False,666.0,3,False,0,,0,False,ShortMidRange,,,1626143-1628404-1629026-1629638-202734,1626181-1628384-200768-201188-201586,False,1610612740,1610612761,OffLiveBallTurnover,681.0,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/196/8d4f629a-76a6-1daf-141a-0998201248f1_960x540.mp4,Nickeil Alexander-Walker,2019-10-22,NOP,TOR,,
0021900001,2,8,211,-85.0,242.0,3,1629740,True,590.0,1,,0,True,1628402,False,Arc3,,,1628402-1628404-1629026-1629638-1629740,1626181-1627832-1628384-200768-201188,False,1610612740,1610612761,OffDeadball,608.0,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/211/1673d607-142e-e097-f6da-6e254c795905_960x540.mp4,Nicolo Melli,2019-10-22,NOP,TOR,Frank Jackson,
0021900001,2,10,217,-221.0,7.0,3,1628404,True,550.0,4,,0,False,0,False,Corner3,,,1628402-1628404-1629026-1629638-1629740,1626181-1627832-1628384-200768-201188,False,1610612740,1610612761,OffShortMidRangeMiss,572.0,2-4 Feet - Tight,7-4 Late,Touch 2-6 Seconds,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/217/1ee558c7-f278-84d0-dc6b-88be7a3fc7cc_960x540.mp4,Josh Hart,2019-10-22,NOP,TOR,,
0021900001,2,12,224,-19.0,8.0,2,1628402,False,518.0,7,False,0,,0,False,AtRim,,,1628402-1628404-1629026-1629638-1629740,1626181-1627832-1628384-200768-201188,False,1610612740,1610612761,OffAtRimBlock,523.0,2-4 Feet - Tight,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/224/2af6d4ee-5308-f472-0515-6500bd109000_960x540.mp4,Frank Jackson,2019-10-22,NOP,TOR,,
0021900001,2,14,236,85.0,232.0,3,1629740,True,500.0,4,,0,True,201950,False,Arc3,,,1628366-1628402-1629026-1629740-201950,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffFTMake,512.0,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/236/8a638208-ba81-93b5-61bb-5816d7dc906e_960x540.mp4,Nicolo Melli,2019-10-22,NOP,TOR,Jrue Holiday,
0021900001,2,16,240,-63.0,17.0,2,1628402,True,475.0,7,,0,True,1629026,False,ShortMidRange,,,1628366-1628402-1629026-1629740-201950,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffLiveBallTurnover,485.0,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/240/e9d85ced-1f65-30fb-c734-93feb5b95192_960x540.mp4,Frank Jackson,2019-10-22,NOP,TOR,Kenrich Williams,
0021900001,2,18,249,230.0,20.0,3,1629740,True,456.0,8,,0,True,1628366,False,Corner3,,,1627742-1628366-1628402-1629740-201950,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffFTMiss,467.0,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/249/4be95ecd-9d62-ee3a-279c-7f4f15dbc85c_960x540.mp4,Nicolo Melli,2019-10-22,NOP,TOR,Lonzo Ball,
0021900001,2,22,272,-136.0,-8.0,2,202324,False,381.0,8,False,0,,0,False,ShortMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,False,1610612740,1610612761,OffDeadball,396.0,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/272/735a0278-90b4-197e-45d6-427cb7772999_960x540.mp4,Derrick Favors,2019-10-22,NOP,TOR,,
0021900001,2,22,274,0.0,-6.0,2,201950,False,376.0,8,False,0,,0,True,AtRim,272,273,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,False,1610612740,1610612761,OffDeadball,396.0,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/274/b986c79a-9594-9eb7-bcea-d13cf96dc950_960x540.mp4,Jrue Holiday,2019-10-22,NOP,TOR,,
0021900001,2,26,288,-89.0,167.0,2,200755,False,340.0,8,False,0,,0,False,LongMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,False,1610612740,1610612761,OffAtRimMake,347.0,2-4 Feet - Tight,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/288/4e861e9b-2d45-6f57-8d36-26260d6f8841_960x540.mp4,JJ Redick,2019-10-22,NOP,TOR,,
0021900001,2,28,292,-9.0,10.0,2,1628366,False,322.0,8,True,1627783,,0,False,AtRim,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,False,1610612740,1610612761,OffArc3Miss,325.0,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/292/01192706-299f-263f-6c88-bc4d14f72b4a_960x540.mp4,Lonzo Ball,2019-10-22,NOP,TOR,,Pascal Siakam
0021900001,2,30,298,100.0,15.0,2,1627742,False,298.0,6,False,0,,0,False,ShortMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,False,1610612740,1610612761,OffAtRimMake,316.0,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/298/9018131e-2e32-cd37-c5ee-f89ac17aa0d1_960x540.mp4,Brandon Ingram,2019-10-22,NOP,TOR,,
0021900001,2,32,304,6.0,256.0,3,200755,True,275.0,4,,0,True,1628366,False,Arc3,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,False,1610612740,1610612761,OffFTMake,288.0,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/304/518234ca-3a30-f885-8b6a-2f2e561dedee_960x540.mp4,JJ Redick,2019-10-22,NOP,TOR,Lonzo Ball,
0021900001,2,34,310,-90.0,163.0,2,1627742,False,240.0,5,False,0,,0,False,LongMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,False,1610612740,1610612761,OffFTMake,264.0,2-4 Feet - Tight,4-0 Very Late,Touch 2-6 Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/310/afd30545-51d7-a03c-45d7-99158767d86c_960x540.mp4,Brandon Ingram,2019-10-22,NOP,TOR,,
0021900001,2,36,318,46.0,96.0,2,1627742,True,209.0,3,,0,False,0,False,ShortMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,True,1610612740,1610612761,OffTimeout,221.0,0-2 Feet - Very Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/318/a56cac7f-8d9d-8fcb-45b6-47a1835517a6_960x540.mp4,Brandon Ingram,2019-10-22,NOP,TOR,,
0021900001,2,38,328,-18.0,10.0,2,1627742,False,168.0,6,False,0,,0,False,AtRim,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,False,1610612740,1610612761,OffDeadball,185.0,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/328/2bc99701-02c0-d678-a895-274a76ff2274_960x540.mp4,Brandon Ingram,2019-10-22,NOP,TOR,,
0021900001,2,42,335,-221.0,-8.0,3,1627742,False,130.0,2,False,0,,0,False,Corner3,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,False,1610612740,1610612761,OffAtRimMake,144.0,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/335/e9600499-c092-c523-7770-0fc23ee8357e_960x540.mp4,Brandon Ingram,2019-10-22,NOP,TOR,,
0021900001,2,44,339,22.0,16.0,2,201950,True,111.0,0,,0,True,1628366,False,AtRim,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,False,1610612740,1610612761,OffAtRimMake,123.0,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/339/3f68a2bb-3095-f003-a354-0d13c389ce3b_960x540.mp4,Jrue Holiday,2019-10-22,NOP,TOR,Lonzo Ball,
0021900001,2,48,353,19.0,13.0,2,1627742,True,55.0,2,,0,True,202324,False,AtRim,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201586,False,1610612740,1610612761,OffDeadball,70.0,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/353/b183ff3a-4e17-9c1d-9499-b75ece338822_960x540.mp4,Brandon Ingram,2019-10-22,NOP,TOR,Derrick Favors,
0021900001,2,50,361,-62.0,257.0,3,200755,True,43.0,2,,0,True,201950,False,Arc3,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201188,False,1610612740,1610612761,OffFTMake,50.0,4-6 Feet - Open,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/361/17a4efd2-ba22-a5b3-2fa2-dcf0db18057d_960x540.mp4,JJ Redick,2019-10-22,NOP,TOR,Jrue Holiday,
0021900001,2,52,367,191.0,188.0,3,200755,False,26.0,5,False,0,,0,False,Arc3,,,1627742-1628366-200755-201950-202324,1627783-1627832-1629056-200768-201188,False,1610612740,1610612761,OffShortMidRangeMiss,29.0,4-6 Feet - Open,22-18 Very Early,Touch 2-6 Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/367/658d249b-9e8c-7a22-dbbc-c2e7130cae55_960x540.mp4,JJ Redick,2019-10-22,NOP,TOR,,
0021900001,3,2,389,27.0,90.0,2,201950,True,678.0,3,,0,False,0,False,ShortMidRange,,,1627742-1628366-200755-201950-202324,1627783-1627832-1628384-200768-201188,False,1610612740,1610612761,OffAtRimMake,697.0,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900001/389/ecdb4e90-d94b-fff3-92e7-486db2e160ad_960x540.mp4,Jrue Holiday,2019-10-22,NOP,TOR,,
